,bias,bias_std_err,tau,phi_S2S,phi_w,sigma
pSA_3.053855509000,-0.06806999725047548,0.11198285313463574,0.513190835051942,0.6266461680452172,0.45002341356108316,0.9265912399004395
pSA_3.274549163000,-0.08623639148641883,0.10930468681298747,0.5012363990210744,0.6108055832024021,0.4355384034266453,0.902227847627345
pSA_3.511191734000,-0.09718823391709315,0.10696625843025648,0.4887251371694722,0.6034642211746932,0.41984348104271885,0.8827739656975427
pSA_3.764935807000,-0.10957402232037561,0.10232848532233829,0.46548566871132285,0.5850520615882526,0.4023752414142473,0.8490398444404513
pSA_4.000000000000,-0.11655407752438236,0.09589594969160703,0.431585302219176,0.5619229079407868,0.38983521739399485,0.8086994029185817
pSA_4.037017259000,-0.1170816723126719,0.09513047897961349,0.4273540676230674,0.5600667431489748,0.3885616003289985,0.8045410947526007
pSA_4.328761281000,-0.101939132778294,0.09061428566549476,0.40325131889167876,0.5462950695794252,0.3754680756299,0.7759034766334584
pSA_4.641588834000,-0.08079467748161054,0.08264046607024772,0.3582191278989815,0.5275112777359164,0.3657658003111393,0.7351011579425885
pSA_4.977023564000,-0.06845332198073487,0.07477532408043935,0.31592706996290854,0.4990274280720048,0.3609467156899387,0.692185538039377
pSA_5.000000000000,-0.06779521778405762,0.07431864049659627,0.3134279227525906,0.49742520136066953,0.3609448936727737,0.6898913754919367
pSA_5.336699231000,-0.06146928451965156,0.06770905775372574,0.2752197059747463,0.4771390005381561,0.357916218916928,0.6568953738268878
pSA_5.722367659000,-0.05214929952840901,0.06313526757957125,0.2429191921909214,0.4738078466949038,0.3528992532377198,0.6387812555641341
pSA_6.135907273000,-0.057894185595981904,0.06137804094124531,0.22936545083459775,0.47094634648018446,0.3553065231764632,0.6329626345301426
pSA_6.579332247000,-0.057198640431918205,0.06255168603372116,0.23219966400594091,0.47967071139217815,0.35925519511951115,0.6427013074145004
pSA_7.054802311000,-0.0551190329044559,0.06496528477314968,0.2517542691651328,0.4727628014303276,0.3618833999173277,0.6464089058752563
pSA_7.500000000000,-0.05957541740518257,0.06906836608696507,0.2792133643502187,0.47226674459883417,0.3591823134617883,0.6557498876778484
pSA_7.564633276000,-0.06092605168823095,0.0694073321036908,0.2805960523639222,0.4728633596882438,0.35851753769043676,0.6564059158550326
pSA_8.111308308000,-0.05696931131568551,0.0693209217202882,0.28017998858296184,0.4679984590888484,0.3525726553620594,0.6494850737476102
pSA_8.697490026000,-0.06412707874512943,0.06739810611117368,0.2735872140093554,0.44946957725940806,0.3469310950767799,0.6302650627175248
pSA_9.326033469000,-0.07683673408402876,0.06564783578344466,0.2724537418506844,0.41443747442810325,0.3347880769070005,0.5983916093143952
pSA_10.000000000000,-0.0836492053197075,0.06427850204072871,0.2685748769100031,0.3941250616490581,0.3260106036116386,0.5777109505577352
EAS_0.050000000000,0.37808239853234676,0.06681012477332751,0.28505832662159714,0.22699930623571132,0.2834831782521682,0.4616813261977898
EAS_0.060000000000,0.22761439014352286,0.07028992646506114,0.3279840999140178,0.23113754172487036,0.2930979989220423,0.4968949284940732
EAS_0.070000000000,0.13869312834395647,0.07405877540002583,0.3394720533836996,0.29926476997637863,0.284970484194282,0.5347979566523079
EAS_0.080000000000,0.09623588875543951,0.07506520815912213,0.353498086818217,0.30527546546643775,0.3100934779543573,0.5606353291309061
EAS_0.090000000000,0.009675890000507373,0.07262435562192517,0.34172062960114263,0.3077302018358069,0.31770306248246377,0.5589330028971666
EAS_0.100000000000,-0.011387845352274372,0.0748827078983964,0.35077429305181884,0.3357516113836004,0.3447314889042917,0.5954926940398659
EAS_0.107226722000,-0.014328871100702951,0.07604973675255439,0.3495685291527451,0.3699252254936126,0.375886752855709,0.6327192742464248
EAS_0.114975700000,0.006507578861677937,0.0732178920408976,0.3235051598042788,0.4059683510595617,0.3938583434054902,0.6516059278061614
EAS_0.123284674000,0.03146686262435604,0.075966091269012,0.33388208911563755,0.4300135566250636,0.4078850712731467,0.6802640220392809
