,pSA_1.000000000000,pSA_1.072267222000,pSA_1.149756995000,pSA_1.232846739000,pSA_1.321941148000,pSA_1.417474163000,pSA_1.519911083000,pSA_1.629750835000,pSA_1.747528400000,pSA_1.873817423000,pSA_2.000000000000,pSA_2.009233003000,pSA_2.154434690000,pSA_2.310129700000,pSA_2.477076356000,pSA_2.656087783000,pSA_2.848035868000,pSA_3.000000000000,pSA_3.053855509000,pSA_3.274549163000,pSA_3.511191734000,pSA_3.764935807000,pSA_4.000000000000,pSA_4.037017259000,pSA_4.328761281000,pSA_4.641588834000,pSA_4.977023564000,pSA_5.000000000000,pSA_5.336699231000,pSA_5.722367659000,pSA_6.135907273000,pSA_6.579332247000,pSA_7.054802311000,pSA_7.500000000000,pSA_7.564633276000,pSA_8.111308308000,pSA_8.697490026000,pSA_9.326033469000,pSA_10.000000000000,EAS_0.050000000000,EAS_0.060000000000,EAS_0.070000000000,EAS_0.080000000000,EAS_0.090000000000,EAS_0.100000000000,EAS_0.107226722000,EAS_0.114975700000,EAS_0.123284674000,EAS_0.132194115000,EAS_0.141747416000,EAS_0.151991108000,EAS_0.162975084000,EAS_0.174752840000,EAS_0.187381742000,EAS_0.200923300000,EAS_0.215443469000,EAS_0.231012970000,EAS_0.247707636000,EAS_0.265608778000,EAS_0.284803587000,EAS_0.305385551000,EAS_0.327454916000,EAS_0.351119173000,EAS_0.376493581000,EAS_0.403701726000,EAS_0.432876128000,EAS_0.464158883000,EAS_0.497702356000,EAS_0.533669923000,EAS_0.572236766000,EAS_0.613590727000,EAS_0.657933225000,EAS_0.705480231000,EAS_0.756463328000,EAS_0.811130831000,EAS_0.869749003000,EAS_0.932603347000,EAS_1.000000000000,PGA,PGV,CAV,AI,Ds575,Ds595
event_1,0.01767654390451887,0.0351313052912883,0.01279650086911567,-0.05783719818758339,-0.14075964806985877,-0.23380704215457157,-0.254570252801197,-0.22394292825806578,-0.21918754855560962,-0.22190183668386912,-0.2050807699798972,-0.2045059217315554,-0.15091769382262785,-0.11583281029022337,-0.10648113503735673,-0.08465992422818448,-0.056662665993939404,-0.04182573206979412,-0.03976797451639185,-0.03796202285015505,0.027569923691485372,0.13854442900087774,0.2196007164895621,0.22964436980512573,0.28534327711208735,0.2977105719207164,0.2934211164140663,0.2918695215919953,0.2780366430954737,0.2707955912764887,0.25589480543797466,0.18855866186274,0.11472838399663941,0.06974579095477733,0.06360996472456726,0.035585467964613246,-0.036732857100131903,-0.10031628129569917,-0.1327767820482179,-0.2054740176841837,-0.27557124597571453,-0.30517935297210746,-0.26955312376115226,-0.21896386424527184,-0.29713237813167576,-0.33975369460512206,-0.19764730407319736,-0.015662887390586168,0.04327402859032974,-0.00661618988943373,0.04076814450570218,0.1805599459690596,0.23298637354122304,0.2539846022565818,0.29009406338514765,0.3890141588429087,0.5494754618353568,0.5344993490824376,0.38973435662819284,0.205653803771467,0.13560027099046001,0.17196788560600754,0.1391253991227301,0.09348561140049673,-0.0013987644323268167,-0.053488707464704806,-0.1279706910998137,-0.2786273236468754,-0.3010807094486625,-0.23219338084769606,-0.2530836734252426,-0.3773473628618147,-0.37036376143840904,-0.21123102961958612,-0.09293948678813466,-0.06265216525931923,-0.03636298507669294,-0.07776508110652978,-0.049395935950993314,-0.12141192288684644,-0.005687875058784111,-0.03164339881623457,0.14197494620215192,0.08480929170714288
event_10,0.001131267968839627,0.008268750269219296,-0.02261147140689713,-0.05654491735234917,-0.05817664314641106,-0.06331721357915823,-0.08347625397908606,-0.08158169906400937,-0.122701345245931,-0.09902940828463487,-0.047745091837914824,-0.04538770499220683,-0.013896240428780259,0.019385963804343046,0.10247524050760097,0.06900947131967301,0.044929609082632924,0.012810333314233166,0.00598313265550473,-0.016719863739382307,-0.08167424260898483,-0.1348541162491861,-0.10670876905994439,-0.10149615812458954,-0.06348508197704646,-0.09229636196178355,-0.08002010562758274,-0.08332286741549982,-0.12100221755784156,-0.16959581917719843,-0.183848817273905,-0.19386651286923653,-0.12839291537395842,-0.04650526004703308,-0.0407314021263087,0.013116455234514296,0.056237748447035836,0.0683126299864196,0.05101256221850376,-0.10264182018152715,-0.13336539996515015,-0.13605815654867343,0.14242372324750668,0.004298916554201457,0.01189556101085707,0.12615422045464725,0.19384326886916614,0.16409197604564257,0.06944797744972933,-0.1157460916297609,-0.21879134497888844,-0.1734688803419422,-0.2613107232462004,-0.2816248724758462,-0.19468396733990767,-0.1356181706687161,-0.121056800980007,-0.15820373162039675,-0.18117961804967575,-0.1841676180901556,-0.13485367139760188,-0.05283108885002921,0.020740481155875685,0.10338324587853598,0.12061145357050546,-0.025864858713860867,-0.10592748801566475,-0.19959791817828246,-0.2373976913804471,-0.18082821172022878,-0.10816167377999919,-0.1480344533447795,-0.10050940299075824,-0.06343087722133499,-0.058137201756166705,0.029795220927400962,0.051050092246310505,0.013022677743841846,0.0036943280734613743,-0.010536307673064205,0.046076937491780205,0.1686448607814777,-0.13303470367705938,-0.2796748222232813
event_11,0.03427616594364893,-0.014367142382373627,-0.06735996112296505,-0.007340509459767581,0.1370381964315412,0.21708763026434436,0.19780842241483515,0.1585681744272892,0.1264006632107059,0.1406757748440014,0.16721670596674368,0.16493655828868958,0.1324045085522015,0.10208329217190108,0.04876013247413013,0.03616617059630346,0.07688269163202485,0.12240289676327719,0.13938382628231696,0.13864666852570237,0.12415928639298891,0.07094154876217199,0.003735275329302323,-0.008421875248203174,-0.0782902216321977,-0.06663536353240247,-0.056868691955077856,-0.05772837190543924,-0.10866278673792869,-0.16527886618313478,-0.16968679847539134,-0.2059260820796054,-0.2689408227357788,-0.2723324080821296,-0.27047358479807304,-0.23642907152551337,-0.16176098596491323,-0.07868802643045118,-0.004158717736170411,-0.389697024739266,-0.2395569913954095,-0.09973033623102856,-0.0177448252171746,0.02914905509643135,0.0992144640517044,-0.023550254708260603,-0.15114968462653322,-0.2514544451000258,-0.3549433537898118,-0.3948789880567979,-0.29632238970980657,-0.25261571193138704,-0.24130167277409878,-0.057589700424020805,0.03500515594326027,-0.07874394856808109,-0.17998598075006997,-0.1410032707868331,-0.019975148102082604,0.11076799254198899,0.2555243707706936,0.2833385198039296,0.21343283063894672,0.08056234968852323,0.10915453442267842,0.2160693194090171,0.26244464893585334,0.29220307032962883,0.279463146377531,0.2157328341741351,0.1980424611278939,0.27045508835603405,0.3111524638389311,0.15874421722405058,-0.043639313218546624,-0.09332404712665444,0.06779923411917718,0.17377945994605964,0.03637914322203058,-0.015779294042799822,0.020770894943851318,0.1089748201221946,-0.20600322466216844,-0.1815602860885017
event_12,0.19544820971577923,0.19390747904159053,0.24062164473546452,0.2339001720985038,0.15922049294498797,0.03372864399097073,-0.04199698943025968,-0.0408764058084566,0.012337501582302356,0.04097932229784667,0.06743279893117564,0.06973329465204625,0.09781235860798985,0.13056230729004992,0.1300681050594003,0.1348240650277335,0.14699791739914772,0.14558580300267435,0.13852165845579573,0.08934182900010035,0.005662268418445803,-0.08042669113543759,-0.11937536538569099,-0.11907363277280748,-0.11088613193425109,-0.08900695766145227,-0.05891177094586463,-0.056333758913594635,-0.039111800242813924,-0.05146007255254071,-0.054725285632955076,-0.056061863138243656,-0.04956503890377708,-0.058062079800234784,-0.05755653295246076,-0.021242123059094925,0.03776768538641361,0.04890869080925925,0.039138897314444865,0.01502470636472283,-0.0032323039826223396,0.008621011593736308,0.03141640093090952,0.020153520208341883,-0.017474789575007272,0.024635360075055866,-0.007965570504824266,-0.05206449946659862,-0.0872314065300038,-0.048679793319391644,-0.12229610920538364,-0.11951705695798936,-0.00311760940360505,-0.07983227761027363,-0.12344667913035566,-0.10861622632286448,-0.16700594355004014,-0.17687157340583495,-0.17347556309770357,-0.1440324406274535,-0.026913425940091707,0.16052841805874918,0.2968186760625964,0.2813038397819533,0.2745844690312515,0.18722843799625927,0.0800657272193214,0.03741962690555441,0.05757845598798686,0.06870475951088909,-0.11081611310638236,-0.17831568998128813,-0.02576218989738871,0.15760603819669508,0.23289410480218134,0.21943738440679575,0.1509691465046382,0.16600103561903082,0.12348279379062614,0.08004744320351548,0.013299792866170336,0.14648464467595865,-0.22179444100543716,-0.07405194491026258
event_13,-0.09203326500915034,-0.09806320012768822,-0.024903119625078757,0.04646649325652129,0.09563420051214627,0.15823569164957582,0.19972077585010373,0.21675514667128887,0.25386908411891945,0.40606747732255993,0.538051504673226,0.5450637389123575,0.6031678262067053,0.5421341982435821,0.49869472635390805,0.4408931768966748,0.36753958389935276,0.27255073181220857,0.24738410586664333,0.1705663470594866,0.07895053813270596,0.01218915136902082,-0.003302335081762698,0.00020166567255996783,-0.04640458571828093,-0.09524596150377979,-0.19256175156861977,-0.19927799417970327,-0.318656353408881,-0.4583475450798817,-0.5308780903929019,-0.5561205851709662,-0.6124535658413037,-0.6425472012966249,-0.6437718042829079,-0.611051936885047,-0.5507949232278354,-0.532628488076965,-0.4862906414327956,-0.10068632878768075,-0.3932978575638976,-0.46058376133970036,-0.6146330259563596,-0.5337112011629128,-0.4976796731713024,-0.4468618716001036,-0.4644553948570893,-0.609618946281839,-0.7486411144473988,-0.7984140643755437,-0.834439631666704,-0.731375035909508,-0.5818613512463423,-0.32878754994946763,-0.16978715672193967,-0.21595298137212804,-0.1163101977621134,-0.14316706420757389,-0.3045141933387947,-0.18883759253122753,0.04997121860509681,0.1247482970885313,0.3143827865914153,0.5794301091035071,0.6025953621833251,0.6153460507894503,0.6854512587830117,0.6324799092052745,0.35496930163493917,0.09797507236938514,0.13163818453848541,0.19349124737692167,0.18309584780203247,0.13560553327129726,0.02530658516265172,-0.08452544255928543,-0.1812142705346269,-0.16396272489063304,0.0722752827821543,0.05867393386538878,-0.1403061279559515,-0.08269596813826653,-0.14528543202617533,-0.21226662609834443
event_14,0.7608797832805121,0.7536736943020146,0.7690090710621857,0.8462120814173728,0.8803761015776934,0.9006286343509651,0.8272167511128489,0.7140237124481437,0.6874995896938085,0.6368703011113996,0.5057987058482831,0.4961197423559623,0.41778014201037383,0.3691646461166429,0.32713171929221874,0.2581674189948619,0.19127267013230706,0.1287303126953854,0.1102340017958867,0.08074224421981296,0.10475387029391446,0.11955412377740432,0.0916652186892478,0.08453690934803781,0.03015389302594184,-0.005655142108238141,-0.03184137061062218,-0.034807911914835496,-0.07760575763874179,-0.06914718137174859,0.0023384498181750635,0.07178474589289648,0.17035637932558892,0.23669583742306466,0.24444978614040566,0.3064472148925257,0.3765682554163197,0.40271856487749796,0.3501233566563917,0.24095484274147524,0.16940155989052216,0.10548679927425347,0.13304601143202285,0.18547784101615497,0.2612771230709482,0.4293851771171218,0.44796163654417864,0.3274617514363605,0.07209447893542924,0.013885380726149104,0.09578695234830584,0.10275520635518226,0.041485337221279096,-0.011852051356822307,-0.09189275895403001,-0.14741723876185137,-0.18194525335224632,-0.16152610153373076,-0.064719125924083,-0.07790694223069565,-0.11908798283258523,-0.09261522676718285,0.09694466115494624,0.2787515918922971,0.2839571609517546,0.23950115727724708,0.2084017659309098,0.26007413048577316,0.46110043505241605,0.5763096680257817,0.6638564163353237,0.9015092657543772,0.9944600910535283,0.887041287213963,0.8068757270890459,0.6925321505684536,0.7137893953613386,0.7157527920130241,0.8247610488326201,0.6478281246964809,0.6112095290300188,1.4117392703271203,-0.5150016000919541,-0.129088606244056
event_15,-0.06993186173671243,-0.0833939276634158,-0.09659172100636784,-0.1469092848370422,-0.23149869140366083,-0.26288187713144223,-0.2271409072928321,-0.24418457813145605,-0.25679615879640155,-0.26103246547718917,-0.25396266902214754,-0.254743172916385,-0.3312525553840373,-0.4427775788523976,-0.4455747825454017,-0.4293194455821622,-0.47882937215631827,-0.5064530359460548,-0.5331234538961521,-0.6175635059804276,-0.6052642959812174,-0.5754930551789778,-0.5106776100671486,-0.501457231048999,-0.4384304358998372,-0.25817063132867135,-0.11405874991474874,-0.10586078384895979,0.003370670551177968,0.07934685636419847,0.12875479840203613,0.13319743149734994,0.1304682715673786,0.11669242195168412,0.11178868498014305,0.08966502170028696,0.09110091227056753,0.09162973109365387,0.06744955400905628,0.2977877156210621,0.3566377951307971,0.4130406588336432,0.3058925649312815,0.2050724780342979,0.13798766461106282,0.08317804407545885,0.11289328202674893,0.21871998206414442,0.21943822015264092,0.17861508075005808,0.28836116319577687,0.36194116690678585,0.2612820888058321,0.1473686916961497,0.02994503405194229,-0.13871656028737153,-0.3039038732816265,-0.46040675626527017,-0.5438930132093275,-0.5826578509528503,-0.6539240193120972,-0.5241861363462369,-0.4153519017987006,-0.36936976326140836,-0.38373980437305016,-0.384822106098932,-0.1938211148135513,-0.017584951788245727,-0.17007468567182663,-0.34798413073091994,-0.26695287169367415,-0.11447626167758836,-0.1765833903835351,-0.30708766180229863,-0.1742953325252465,0.058896335648057546,0.07641736105850537,0.010527032720207642,-0.3360059049590176,-0.29571475605882497,-0.20506060438263263,-0.5756336311944887,-0.014849161993993852,0.23326923785121137
event_16,-0.3965369532919794,-0.38304532860258833,-0.37510781604882154,-0.3749895182404903,-0.37566655947753586,-0.430641095910817,-0.4347727788942811,-0.37185233344198293,-0.2890706706000014,-0.18294446061157404,-0.024729230982484873,-0.014795850267214054,0.06485355195734868,0.17013190989280974,0.29719483267188923,0.34391971974958835,0.29860848611697566,0.250825466502939,0.24131418506031277,0.23896904993650323,0.2572678741828636,0.27521166492672916,0.3171788519056623,0.31444130652337493,0.40209638282920085,0.42746335825500925,0.4152091217446073,0.4153793763861447,0.42234690862445873,0.37205666522991154,0.2797728307261797,0.2804619543283812,0.25844211412859086,0.19891541392777812,0.1939794154663562,0.17293190915256412,0.12405717312003192,0.09637843382995737,0.10181411612571069,0.2961377672118857,0.2956453921186834,0.3768965124469498,0.26616468472746574,0.1778113747602258,0.054350364426327485,-0.06568529927178024,-0.047541233983444134,0.06902692248141672,0.1286552208297849,0.17146055317410835,0.1466334439340523,0.1160088481504613,0.21841726556804691,0.3263826028486007,0.3848514927783693,0.45114459085127573,0.44231343635006115,0.33948080102590344,0.3592901832978301,0.3571383607460268,0.2663277238152057,0.2641084789182855,0.34460413329960127,0.4852730794963567,0.47689953055019063,0.268402359289963,0.11515199929771794,-0.0024749234604749012,-0.15153909159043819,-0.2188986640839444,-0.3097067445201425,-0.45836911378660883,-0.41105636284953107,-0.29684896739112776,-0.2580121403513662,-0.3151637457104274,-0.4334908471833061,-0.4234007338256778,-0.3621318806927839,-0.0697485309295583,-0.1070717134258278,-0.40547718435271,0.09699263129757002,-0.010381560431251016
event_17,0.4130965281061125,0.5014425789373799,0.5497440182009563,0.5568032521469493,0.5688538478277481,0.6149200805689364,0.6417405149190814,0.6609216309839795,0.706591846769092,0.7243827286886294,0.6679043870089129,0.6628109303274932,0.6202705040338574,0.5263864152339214,0.5257586470842873,0.5701290430728483,0.6402881592345734,0.6647417115798461,0.6606011347226874,0.5834875563378518,0.5922899778425375,0.6467396564037464,0.6827662957609111,0.6876478055978685,0.6975738968389736,0.6559715390739228,0.6219021198813262,0.6193756925574807,0.5994107946127414,0.6089805946853049,0.6378892682283349,0.613184843497975,0.587096880200055,0.598846456286904,0.5995811995925523,0.5578870855028535,0.5301644159978709,0.518810765992412,0.5188690136130722,,,,0.6631126030811824,0.6363202860730404,0.5034617871298882,0.411642074820929,0.3569073911129365,0.4425520744795879,0.508965931014033,0.47251805344007813,0.4547920168987148,0.4719405254569698,0.4859629994402377,0.48124796971207373,0.49280360466074036,0.6358640651426009,0.7562226086412631,0.7655789554734678,0.7258247571772067,0.6502196716210422,0.6159477478125533,0.6612226143583467,0.6212791108549054,0.5852537769377166,0.5970600507924687,0.5632242181220766,0.5142998002932138,0.6539760898889944,0.8576838976733561,0.8403058906227397,0.7801584851929857,0.6513160584670771,0.5539538586588558,0.5603360807962715,0.6071146966613864,0.6684266809263781,0.6460496007297051,0.5069842283211864,0.3987958217957468,0.5724279418811706,0.5888693633502734,1.1107349892878027,-0.19969232554642533,-0.23581654884600184
event_18,-0.5104179912868322,-0.6268501004782769,-0.6847976392786673,-0.7204071542868398,-0.679595906448108,-0.6358832506676442,-0.5443755587497442,-0.4409638184492321,-0.3095328629846895,-0.20039075834170925,-0.11320737951330159,-0.10568309901981125,0.044341512267382116,0.13120259238408963,0.09116570227192228,-0.008555195074226727,-0.10199960059541283,-0.1169289406409564,-0.11113963876645144,-0.11635186845320215,-0.12253079156119055,-0.1544649508021395,-0.1641677797306951,-0.1650848250000931,-0.09286823152410419,0.0036775642230336913,0.04615184414277361,0.048559799887354996,0.12034239332694781,0.1717663835053949,0.07371192298266231,0.03447778570210423,0.008713091769362535,-0.019543135959284252,0.001711327227953161,-0.006910271745088557,-0.026122753921191875,-0.07251428441805093,-0.07795163074519817,-0.0005845036203157167,-0.01253581006868566,-0.08115070131001806,-0.15957073731458968,-0.24964056521516056,-0.15850316666014622,-0.09050996002936312,-0.05336001945091468,-0.12922271442212155,-0.18162417588524726,-0.13811651007058756,-0.09850264510177105,-0.04208105890576776,0.07081183971390038,0.14913442520937611,0.20627573294357449,0.10708723917029551,-0.11673231066228142,-0.13419576808827957,-0.04208619582680205,-0.02764371008235613,-0.08183720784105396,-0.10140354979315272,0.030219205231038406,0.19566712115495224,0.3357266429321875,0.41241920691055506,0.28849457728976236,0.0861516466359191,0.029428955958404134,-0.1486447778529585,-0.3532757180353372,-0.5549204244224033,-0.6979533390009575,-0.7147711360759126,-0.7120252587004272,-0.6910531082859769,-0.6489723498141251,-0.49719956725158365,-0.43290884229049403,-0.28206045593795176,-0.3680026712663453,-0.8236967973483277,0.1629453274607459,0.02610791867374815
