gm_id,event_id,stat_id,pSA_0.010000000000,pSA_0.010722672000,pSA_0.011497570000,pSA_0.012328467000,pSA_0.013219411000,pSA_0.014174742000,pSA_0.015199111000,pSA_0.016297508000,pSA_0.017475284000,pSA_0.018738174000,pSA_0.020000000000,pSA_0.020092330000,pSA_0.021544347000,pSA_0.023101297000,pSA_0.024770764000,pSA_0.026560878000,pSA_0.028480359000,pSA_0.030538555000,pSA_0.032745492000,pSA_0.035111917000,pSA_0.037649358000,pSA_0.040370173000,pSA_0.043287613000,pSA_0.046415888000,pSA_0.049770236000,pSA_0.050000000000,pSA_0.053366992000,pSA_0.057223677000,pSA_0.061359073000,pSA_0.065793322000,pSA_0.070548023000,pSA_0.075646333000,pSA_0.081113083000,pSA_0.086974900000,pSA_0.093260335000,pSA_0.100000000000,pSA_0.107226722000,pSA_0.114975700000,pSA_0.123284674000,pSA_0.132194115000,pSA_0.141747416000,pSA_0.151991108000,pSA_0.162975083000,pSA_0.174752840000,pSA_0.187381742000,pSA_0.200000000000,pSA_0.200923300000,pSA_0.215443469000,pSA_0.231012970000,pSA_0.247707636000,pSA_0.265608778000,pSA_0.284803587000,pSA_0.300000000000,pSA_0.305385551000,pSA_0.327454916000,pSA_0.351119173000,pSA_0.376493581000,pSA_0.400000000000,pSA_0.403701726000,pSA_0.432876128000,pSA_0.464158883000,pSA_0.497702356000,pSA_0.500000000000,pSA_0.533669923000,pSA_0.572236766000,pSA_0.613590727000,pSA_0.657933225000,pSA_0.705480231000,pSA_0.750000000000,pSA_0.756463328000,pSA_0.811130831000,pSA_0.869749003000,pSA_0.932603347000,pSA_1.000000000000,pSA_1.072267222000,pSA_1.149756995000,pSA_1.232846739000,pSA_1.321941148000,pSA_1.417474163000,pSA_1.519911083000,pSA_1.629750835000,pSA_1.747528400000,pSA_1.873817423000,pSA_2.000000000000,pSA_2.009233003000,pSA_2.154434690000,pSA_2.310129700000,pSA_2.477076356000,pSA_2.656087783000,pSA_2.848035868000,pSA_3.000000000000,pSA_3.053855509000,pSA_3.274549163000,pSA_3.511191734000,pSA_3.764935807000,pSA_4.000000000000,pSA_4.037017259000,pSA_4.328761281000,pSA_4.641588834000,pSA_4.977023564000,pSA_5.000000000000,pSA_5.336699231000,pSA_5.722367659000,pSA_6.135907273000,pSA_6.579332247000,pSA_7.054802311000,pSA_7.500000000000,pSA_7.564633276000,pSA_8.111308308000,pSA_8.697490026000,pSA_9.326033469000,pSA_10.000000000000,EAS_0.015000000000,EAS_0.020000000000,EAS_0.025000000000,EAS_0.030000000000,EAS_0.035000000000,EAS_0.040000000000,EAS_0.045000000000,EAS_0.050000000000,EAS_0.060000000000,EAS_0.070000000000,EAS_0.080000000000,EAS_0.090000000000,EAS_0.100000000000,EAS_0.107226722000,EAS_0.114975700000,EAS_0.123284674000,EAS_0.132194115000,EAS_0.141747416000,EAS_0.151991108000,EAS_0.162975084000,EAS_0.174752840000,EAS_0.187381742000,EAS_0.200923300000,EAS_0.215443469000,EAS_0.231012970000,EAS_0.247707636000,EAS_0.265608778000,EAS_0.284803587000,EAS_0.305385551000,EAS_0.327454916000,EAS_0.351119173000,EAS_0.376493581000,EAS_0.403701726000,EAS_0.432876128000,EAS_0.464158883000,EAS_0.497702356000,EAS_0.533669923000,EAS_0.572236766000,EAS_0.613590727000,EAS_0.657933225000,EAS_0.705480231000,EAS_0.756463328000,EAS_0.811130831000,EAS_0.869749003000,EAS_0.932603347000,EAS_1.000000000000,EAS_1.072267222000,EAS_1.149756995000,EAS_1.232846739000,EAS_1.321941149000,EAS_1.417474163000,EAS_1.519911083000,EAS_1.629750835000,EAS_1.747528400000,EAS_1.873817423000,EAS_2.009233003000,EAS_2.154434690000,EAS_2.310129700000,EAS_2.477076356000,EAS_2.656087783000,EAS_2.848035868000,EAS_3.053855509000,EAS_3.274549163000,EAS_3.511191734000,EAS_3.764935807000,EAS_4.037017259000,EAS_4.328761281000,EAS_4.641588834000,EAS_4.977023564000,EAS_5.336699231000,EAS_5.722367659000,EAS_6.135907273000,EAS_6.579332247000,EAS_7.054802311000,EAS_7.564633276000,EAS_8.111308308000,EAS_8.697490026000,EAS_9.326033469000,EAS_10.000000000000,EAS_10.722672220000,EAS_11.497569950000,EAS_12.328467390000,EAS_13.219411480000,EAS_14.174741630000,EAS_15.199110830000,EAS_16.297508350000,EAS_17.475284000000,EAS_18.738174230000,EAS_20.092330030000,EAS_21.544346900000,EAS_23.101297000000,EAS_24.770763560000,EAS_26.560877830000,EAS_28.480358680000,EAS_30.538555090000,EAS_32.745491630000,EAS_35.111917340000,EAS_37.649358070000,EAS_40.370172590000,EAS_43.287612810000,EAS_46.415888340000,EAS_49.770235640000,EAS_53.366992310000,EAS_57.223676590000,EAS_61.359072730000,EAS_65.793322470000,EAS_70.548023110000,EAS_75.646332760000,EAS_81.113083080000,EAS_86.974900260000,EAS_93.260334690000,EAS_100.000000000000,PGA,PGV,CAV,AI,Ds575,Ds595
1,1,1,0.0001373412225196106,0.0001373424886403744,0.00013734517929533165,0.00013734653083841567,0.00013734818601197048,0.00013735013967072012,0.00013735238383883006,0.0001373549046959676,0.00013735765221610253,0.00013736112553125492,0.00013736497973263162,0.00013736526390392332,0.00013736981313721862,0.00013737488394370255,0.00013738078977850452,0.00013738755366758307,0.00013739510092538538,0.00013740379616396432,0.0001374139518956547,0.0001374257294274727,0.0001374391628683515,0.00013745445273221984,0.00013747219568652875,0.00013749278477131766,0.0001375163895848527,0.00013751806146624558,0.0001375433115158696,0.00013757466101459737,0.00013761021108134983,0.00013765075356561083,0.00013769796702294026,0.00013775443461178376,0.00013781998503727114,0.00013789091049522028,0.00013797269559564097,0.0001380685790081459,0.00013817910663016555,0.00013830719188234297,0.00013845559365265172,0.0001386259449525563,0.00013882178907870452,0.000139048580544067,0.00013931140259496093,0.00013961424842499955,0.00013996402835097163,0.0001403406877689287,0.0001403692720025059,0.0001408386527398138,0.0001413840907298546,0.00014201937093868624,0.00014275994945070852,0.0001436256700598886,0.00014436632739240897,0.000144641017964627,0.00014583570379081098,0.00014724777291694449,0.00014893371009098164,0.0001506548325020595,0.00015094091371941612,0.0001533550723458238,0.00015628296464785486,0.00015985500579714605,0.00016012210838963682,0.0001644929788924749,0.00017008869533325347,0.00017721496029831935,0.00018857909054028967,0.0002041130001632043,0.0002205334821902111,0.00022315568362526564,0.00024054470950214053,0.0002532496123471538,0.0002830816993962172,0.0003350995824389219,0.00040269081430753875,0.00044698509162669864,0.00044027963384403993,0.0004037948764429824,0.0003946558918695504,0.0003903445211850452,0.00037250875867225747,0.00030604691423598133,0.0002452798037463664,0.0001921694392008542,0.00018925824861222256,0.00016103331732915835,0.000138728496061891,0.00013032884346928574,0.00013158355864956173,0.00014136768007246743,0.00014132085876820806,0.00013935300639462533,0.00012327925695300101,0.00010227987004381301,8.768730537117427e-05,8.511389485539766e-05,8.509748094087765e-05,7.954396883910593e-05,7.131998859823436e-05,5.9861411008349366e-05,5.925681753014291e-05,5.314730556625428e-05,4.5027852024522497e-05,3.622099925700575e-05,3.0386753501231713e-05,2.8309217350205074e-05,2.646654471993387e-05,2.6710906106373225e-05,3.18773523697587e-05,3.0617578015523745e-05,3.470163119806497e-05,3.754439117235189e-05,2.927225459161203e-06,3.0357234143897042e-06,3.1434260252166745e-06,3.535488230506502e-06,4.908038574119902e-06,5.82635448347386e-06,6.9193356222002375e-06,1.024160196620563e-05,2.059747624810762e-05,4.285720359543746e-05,7.380644084985981e-05,9.657845487612882e-05,8.971708180782105e-05,7.935579048734389e-05,7.339225733418297e-05,6.907035335262808e-05,5.598149111540103e-05,4.634545745088394e-05,4.240053454900883e-05,4.5415910826415834e-05,4.7128922893137834e-05,5.208111858325673e-05,7.051481080291939e-05,8.464679986801724e-05,9.120805123649344e-05,8.193120168827967e-05,6.425235554634747e-05,8.148344605555125e-05,0.00010295467307262893,8.389452562091074e-05,7.716817516832588e-05,9.418328005135207e-05,8.343207716073712e-05,6.573254192532294e-05,5.493805197262627e-05,5.567118591803257e-05,8.959791852908477e-05,0.00012486311312870433,0.0001466193539220357,0.00016500523463550262,0.00018594389785453797,0.0001468834308936604,0.00011670496574280913,8.942418010998352e-05,7.033711660975758e-05,6.116471388877753e-05,4.0889179825068825e-05,2.9018066769935188e-05,2.0477870643670312e-05,9.533169218356285e-06,3.918891495137388e-06,1.652728130269314e-06,7.486779141697903e-07,4.6532603596260426e-07,3.045180569792873e-07,2.1884476019835662e-07,1.8031618788710663e-07,1.5789327929036208e-07,1.4171333592198297e-07,1.304575461950783e-07,1.203918151041174e-07,1.1148451441649969e-07,1.0358066841300357e-07,9.604431402318872e-08,8.935596099574838e-08,8.306718681151806e-08,7.719968627118949e-08,7.192136524697768e-08,6.69222851422349e-08,6.234152318391385e-08,5.8087200926164195e-08,5.407242097943866e-08,5.0411230634382706e-08,4.697259306435999e-08,4.3781929012125735e-08,4.0830039633012866e-08,3.804696568401937e-08,3.5491611799019814e-08,3.3105343487260465e-08,3.0893402069691125e-08,2.881934497135341e-08,2.6878486081432904e-08,2.5088236899841602e-08,2.3410308712430612e-08,2.184448953943046e-08,2.0398773866224884e-08,1.9048114855745677e-08,1.779323921737054e-08,1.6628244286363546e-08,1.553741825473974e-08,1.4529873354746422e-08,1.359086541327127e-08,1.2718023253241665e-08,1.1911899289899602e-08,1.1158694535266205e-08,1.0463919893769139e-08,9.820738388658906e-09,9.224186217209812e-09,8.677358465614567e-09,8.170721114341449e-09,7.706618811032151e-09,7.283407755358496e-09,6.895566884855918e-09,6.54688872439938e-09,6.233322835625449e-09,5.954506899256286e-09,5.7140152634951785e-09,5.509858550593634e-09,5.341532646286611e-09,5.3120836908433985e-09,5.575130543398427e-09,3.620045655482428e-09,0.00013733469547265052,0.037544331649486215,0.007235305698478356,2.489082285202653e-07,16.444805410828064,39.87189141488023
2,1,2,0.00014156086905558666,0.00014156213307422527,0.0001415651619562169,0.00014156672855436149,0.00014156844869229934,0.00014157046145799135,0.00014157278426818224,0.00014157544570967458,0.00014157864822749114,0.00014158231114134277,0.0001415860759365698,0.00014158635853571587,0.00014159099946730442,0.0001415964222523885,0.00014160279171912448,0.0001416100100674244,0.00014161796456683441,0.00014162702689806406,0.00014163763250273878,0.00014165017852151712,0.0001416645208058687,0.00014168062961489956,0.00014169929296539173,0.0001417197252638596,0.0001417439835801,0.00014174570454183753,0.00014177169462570711,0.00014180356908714356,0.00014184110662157238,0.00014188398194967298,0.0001419321147003026,0.00014198894035719598,0.00014205482590376773,0.00014213130168974855,0.00014221838995466017,0.00014231716164888168,0.00014243075703348183,0.00014256234759422136,0.00014271506913283196,0.0001428915323954019,0.00014309535015612107,0.00014333095470178358,0.00014360026139628493,0.00014391077272906603,0.0001442726595479591,0.000144662448002767,0.00014469216067699423,0.00014517926259526644,0.00014574456716080186,0.0001464035904691855,0.00014717341303671915,0.00014807338709621555,0.00014884598406431266,0.00014913322140227393,0.00015038395089879834,0.00015186660394410118,0.00015364223179874006,0.00015546583078179956,0.00015576729146923334,0.00015829933338498895,0.00016139471187633482,0.00016527350965311435,0.0001655632524251452,0.00017019562834415928,0.0001763919038555865,0.00018388090693294474,0.00019231786300456886,0.00020045551963070407,0.00020782569822408383,0.00020906286318404522,0.00022087168283880398,0.00024919767763676733,0.00029240304979149607,0.00035116748095466595,0.0003913962742346611,0.0003645285794073143,0.00035665972334413844,0.00035164728200896725,0.000336269222425633,0.00032832327933032525,0.0003391794587051213,0.0003668305483758868,0.0004091902717368172,0.00042247387848313826,0.00042198245502182583,0.0003927116659988793,0.00032525990340967904,0.0002490934067655891,0.00020111058269515916,0.00014362501187737022,0.00012304819232277232,0.00011693074536689901,0.000101847886487869,9.640622730578789e-05,9.657425111438904e-05,9.631171816362576e-05,9.587620032173285e-05,8.894877965201946e-05,7.605452662975769e-05,6.236650456689096e-05,6.155157989380586e-05,5.106468400910269e-05,4.6093699351616854e-05,4.070075785523872e-05,3.470782401793401e-05,2.8687525784441008e-05,2.4395597895254234e-05,2.3977613737180714e-05,2.1580091726379046e-05,1.892373475075178e-05,1.700182406766712e-05,1.6642365105957594e-05,5.559233588176692e-07,5.966008949155289e-07,1.2785216666590625e-06,2.6650192814198004e-06,7.066573491237722e-06,1.2080627487220546e-05,1.7500297333558265e-05,2.289948008618197e-05,2.723522062403228e-05,3.333126598153955e-05,4.099113454524608e-05,3.210811650501544e-05,3.1294542559561774e-05,3.355306919296469e-05,3.423711586538363e-05,3.208226352488303e-05,3.352537113481643e-05,4.33125136905799e-05,4.7990250838034635e-05,4.992495618627258e-05,4.9399677645137994e-05,4.882126905723881e-05,5.824478026567948e-05,6.978002855378721e-05,6.508016306225702e-05,7.373105296752075e-05,8.630337740402637e-05,6.947184857556505e-05,5.2510419742369975e-05,4.382959661669752e-05,5.993519720511427e-05,9.372544594910126e-05,0.0001245230337995293,0.0001617324906891973,0.00021634543548500171,0.0002456969565867328,0.00022350693099669887,0.00014496621193605053,9.179186563802898e-05,7.863079478610555e-05,8.138865304267495e-05,8.610249487860772e-05,8.855850356109262e-05,9.877636304649845e-05,0.00010268628422877636,7.735171357457996e-05,4.850719941270825e-05,2.777650853005981e-05,1.5231232146638725e-05,7.670432933480057e-06,4.300547894497176e-06,2.5331348002994583e-06,1.4828662491699511e-06,1.2592971881807021e-06,6.921957443357281e-07,3.3965185586344157e-07,1.7469240408205608e-07,1.2106259916666157e-07,1.0662088190717983e-07,9.67271400473339e-08,8.857252601746472e-08,8.185047275058644e-08,7.589914630993037e-08,7.048537476011993e-08,6.546313803504365e-08,6.088184237218613e-08,5.6681303578162777e-08,5.2743010936026524e-08,4.912131113344174e-08,4.572364604586789e-08,4.258622784432746e-08,3.971170215438292e-08,3.698306678065481e-08,3.447634735308085e-08,3.215804569001795e-08,2.9972718172718167e-08,2.795064607425275e-08,2.6056731068403204e-08,2.4304635295246864e-08,2.267372826150781e-08,2.1158204791024196e-08,1.9756858058000105e-08,1.8430185462491904e-08,1.719373425314293e-08,1.605421537068468e-08,1.4988070557771726e-08,1.4000293822685624e-08,1.3080016218457785e-08,1.222161565804821e-08,1.1429185162813572e-08,1.0687673163224537e-08,1.0000491683874655e-08,9.36442154371456e-09,8.770631820648259e-09,8.223726494363117e-09,7.714199737471197e-09,7.243134431081742e-09,6.810786082282834e-09,6.408719257494713e-09,6.0411659517188955e-09,5.703248832624106e-09,5.393416526985298e-09,5.114224232031246e-09,4.8592984289636695e-09,4.632119065174719e-09,4.431084982544834e-09,4.255313171515719e-09,4.10966354154945e-09,3.987235179656997e-09,3.9679430987306405e-09,4.167917416389142e-09,2.706522000787508e-09,0.00014155344895765848,0.038416213619998536,0.007242876285858949,4.016557009682688e-07,4.1412317008349095,16.67140890866756
3,1,3,7.046603679668984e-05,7.04668190139232e-05,7.04686245028343e-05,7.046976732256057e-05,7.047101106311367e-05,7.047239974029153e-05,7.04739940707039e-05,7.04759123337848e-05,7.047810932013477e-05,7.048062621956308e-05,7.048334392868414e-05,7.048354873428889e-05,7.0486855202717e-05,7.049067712676765e-05,7.049491021567141e-05,7.049978579246786e-05,7.050551344527416e-05,7.051213704612799e-05,7.051966849940109e-05,7.052820237489303e-05,7.053803095184609e-05,7.054941337478706e-05,7.056233590679574e-05,7.057709071108034e-05,7.059410307078972e-05,7.059531748032801e-05,7.061394278735168e-05,7.063675653175715e-05,7.066233460888207e-05,7.069167593624062e-05,7.072583384845648e-05,7.076498630659739e-05,7.081005532243193e-05,7.086220929561918e-05,7.092184341369515e-05,7.099023279053329e-05,7.106899364207467e-05,7.11604511390557e-05,7.126566046210878e-05,7.138743586686036e-05,7.1527538317652e-05,7.169011051813207e-05,7.187823726224882e-05,7.20964799851165e-05,7.235128381209261e-05,7.262394395414772e-05,7.264466801532165e-05,7.29858068119473e-05,7.338298425806508e-05,7.384618458413226e-05,7.43883281758854e-05,7.502883618637427e-05,7.55803369777247e-05,7.578481530298408e-05,7.665263291928419e-05,7.753969016528616e-05,7.882865557889854e-05,8.038600849321825e-05,8.067215814268776e-05,8.312192787855408e-05,8.619095739937519e-05,9.012579240841651e-05,9.042427359135541e-05,9.51954623601534e-05,0.00010159733409294886,0.00010937190139352301,0.0001194568018477114,0.0001309971811268538,0.00014223785195326626,0.0001438819969756031,0.0001593079429307866,0.0001860524490945677,0.0002209493607799724,0.00023768683669023373,0.00023413973107776963,0.00020870380937850237,0.0001829559333714396,0.0001760072842656542,0.0001877969504517981,0.0001837126174881797,0.00018558369841581128,0.00017372999762979623,0.0001287376620714566,0.0001043650769320951,0.00010338873004681112,0.0001020870118751279,9.540054654923545e-05,7.402148241455587e-05,5.9809497984107e-05,5.3623628279799264e-05,4.75627351654933e-05,4.741756689384469e-05,4.615048295827723e-05,4.941829891614964e-05,4.885998034067895e-05,5.157423030939917e-05,5.169780107809723e-05,4.7700111506140036e-05,4.011737204498104e-05,3.40062496448331e-05,3.358650341763338e-05,2.829790162394736e-05,2.6560408479802222e-05,2.4588690976004915e-05,2.476901730881208e-05,2.646908415758531e-05,2.430990013715699e-05,2.3498606955556826e-05,2.0415900568187552e-05,2.4909299947769525e-05,2.7930080225802955e-05,2.925389543078086e-05,1.3755967327239044e-06,1.404060048951124e-06,1.5249818942853002e-06,1.3851750378841026e-06,4.521930929259103e-06,6.7677552271925595e-06,9.550877838059115e-06,1.5065509556425927e-05,3.0217214823030166e-05,2.6211278155189593e-05,3.0045279294359756e-05,6.857084406684977e-05,7.615645604274913e-05,6.602190991747685e-05,5.3958415347832626e-05,4.261042136253456e-05,4.5365929082476884e-05,4.720197232441081e-05,3.9177961514271924e-05,3.506833897162212e-05,3.759844942535266e-05,4.3516823015080886e-05,4.2552665297958125e-05,5.1426200453844406e-05,5.665521562207894e-05,5.213551215561191e-05,5.443623102391146e-05,4.996839058597931e-05,3.900476617129824e-05,4.020254125032864e-05,4.221563231108893e-05,4.50830229667577e-05,5.0460199409720596e-05,6.088681183430846e-05,7.348486403815288e-05,5.69567582442063e-05,6.485263097146804e-05,0.00010477212856747822,0.00010465905259609269,8.487395189460646e-05,6.755043480004063e-05,6.388770460255858e-05,8.207540787239142e-05,8.105632206724381e-05,7.540652718655286e-05,7.92388657068706e-05,5.7919051341624026e-05,3.102009106897535e-05,2.0072178743597814e-05,1.415988338435808e-05,8.699886561908172e-06,4.550402832656985e-06,1.9689323980135977e-06,1.0080363629264445e-06,5.169639980241172e-07,2.678337064364246e-07,1.665341602804403e-07,1.062957353335878e-07,7.480262556445663e-08,6.494375602631102e-08,5.906770666976895e-08,5.389966059049222e-08,4.9780776950813445e-08,4.596468978009013e-08,4.273911812649907e-08,3.967147939976748e-08,3.682119891403952e-08,3.43038227717106e-08,3.1886936252623916e-08,2.9717137306244082e-08,2.7670746708377858e-08,2.5753549953070744e-08,2.3998049816191353e-08,2.2325707200060037e-08,2.08163383082418e-08,1.9419492955935776e-08,1.8079772734710966e-08,1.687042012984847e-08,1.5741113769047095e-08,1.4687266593206015e-08,1.3710584788938016e-08,1.2777389412994525e-08,1.1932110480349763e-08,1.1129670748116987e-08,1.0381982508468378e-08,9.704547777094507e-09,9.058492154173205e-09,8.464692975486861e-09,7.912697067371195e-09,7.393955914450573e-09,6.920861876778901e-09,6.473200633292844e-09,6.060771395500344e-09,5.680993407036092e-09,5.322353312657423e-09,4.996898844551353e-09,4.6925528902266534e-09,4.41096765258653e-09,4.155002319797152e-09,3.914473986768866e-09,3.6975542822067834e-09,3.498711040407126e-09,3.316230627863461e-09,3.1544155909707216e-09,3.0062412262610043e-09,2.8766688557840226e-09,2.765102354763881e-09,2.669090900692654e-09,2.5918503179323223e-09,2.5793857164455305e-09,2.7089090788947957e-09,1.7607873152125356e-09,7.046112142916443e-05,0.01610854452435781,0.006976357511367849,1.7103039871869213e-07,28.37104774237286,61.70127429802402
4,1,4,7.015352274738344e-05,7.015397528220477e-05,7.015496881025083e-05,7.01555776249817e-05,7.01562467072431e-05,7.015699768220344e-05,7.015786167590771e-05,7.015883785411161e-05,7.015995915423079e-05,7.016126732304878e-05,7.016267482976342e-05,7.016278179901898e-05,7.016453291363949e-05,7.016656844276998e-05,7.016891366187616e-05,7.017156724982666e-05,7.017455079857451e-05,7.017799424988461e-05,7.018199618916233e-05,7.018658481942015e-05,7.019174502537456e-05,7.019783402189445e-05,7.020490083910282e-05,7.021282780168924e-05,7.022202864680206e-05,7.022270409484611e-05,7.023307667411583e-05,7.024538411735587e-05,7.025928913434238e-05,7.027534649206849e-05,7.029410937157252e-05,7.031591778122535e-05,7.034008917862039e-05,7.036804990611219e-05,7.040054753993902e-05,7.043833132893628e-05,7.048062376320073e-05,7.05297865569821e-05,7.058417270477706e-05,7.065288706283297e-05,7.073387670081305e-05,7.082724065074618e-05,7.093455163493174e-05,7.105883965841773e-05,7.12036315776341e-05,7.13584509648654e-05,7.137023775236553e-05,7.156385224973737e-05,7.178686793413004e-05,7.20463824002714e-05,7.234743481717997e-05,7.269819507571607e-05,7.2997134136414e-05,7.310790720316134e-05,7.358713205322611e-05,7.415032316035373e-05,7.481370247594385e-05,7.54919196852458e-05,7.560413017559356e-05,7.655029033410508e-05,7.766527603271446e-05,7.909800817834203e-05,7.920117693972537e-05,8.100749300011013e-05,8.449923471744208e-05,9.003312122575038e-05,9.62316972346166e-05,0.00010579333799966638,0.0001109282467550095,0.00011266700475340787,0.00013190863930314796,0.00016945343232459053,0.0001880028707590629,0.00021929835762459526,0.0002240741167161085,0.0002451693018314001,0.000262759265734972,0.0002781868206103577,0.0002788036782801778,0.0002251116332281534,0.0002555233078422021,0.00033171666103684784,0.0002754413646306751,0.00023486061917980501,0.000229940973355722,0.0001548435717036786,0.00012147974464345843,0.00013912469711118797,0.00013281264490941575,0.00010659921373456958,0.00010240855046370587,0.00010066316993525167,8.772609910135589e-05,9.37169294511056e-05,0.00010490109595465997,0.00010086894799446765,9.97610064382147e-05,8.81224930270708e-05,7.998813906992925e-05,6.140403043353096e-05,6.11308979538203e-05,5.8042922530116796e-05,5.935868078927993e-05,6.078444692908664e-05,5.4136912750631565e-05,4.539077571032583e-05,4.262660835247784e-05,4.1821048183234744e-05,3.350857926309877e-05,2.8099803363772e-05,3.3637087484123085e-05,3.5778670054222816e-05,1.0195859958608926e-06,9.560765863748521e-07,8.568231543947195e-07,1.40122311574896e-06,3.618701053077347e-06,5.807339211646733e-06,9.940397920732575e-06,1.6891688425137112e-05,3.2420923712770266e-05,5.8976107630599026e-05,7.928026976533134e-05,8.52432812121647e-05,8.85520311164318e-05,8.49715173938568e-05,7.157883435714277e-05,6.896500708097344e-05,7.341614739470677e-05,7.361333488663729e-05,6.662055910199685e-05,5.7701928640678185e-05,5.177886500160134e-05,5.439117378958922e-05,6.254115765749862e-05,7.139572167762196e-05,9.524523943968104e-05,0.00012218859249368602,0.00011718558602596502,0.00010046308570563407,9.16203881140057e-05,8.589780516695859e-05,7.878093693736911e-05,8.677331751154642e-05,7.449272788973539e-05,4.790648542141349e-05,5.057548435102348e-05,9.646800979152863e-05,0.00015001845847885617,0.00019903800400611086,0.00016258530711753914,0.00012439932826146497,0.00013825594553560781,0.00013394812551472706,0.00011604229548365086,9.093616788560845e-05,6.985818011634409e-05,6.532089056731602e-05,4.485423743049759e-05,3.442445161538458e-05,2.395717129243312e-05,1.4160803863972176e-05,7.841032416232177e-06,3.654276607402362e-06,1.772763669682877e-06,8.630340575705121e-07,5.670907215670414e-07,3.61244553239294e-07,2.385155171925019e-07,1.7954287673428676e-07,1.3598732576599953e-07,1.1728289297111299e-07,1.0558286516371015e-07,9.68097899120742e-08,8.950727915727205e-08,8.257088408171693e-08,7.654503581658883e-08,7.094808325053439e-08,6.580922975408201e-08,6.119039853689553e-08,5.678165541233157e-08,5.281502577781526e-08,4.9146210448760136e-08,4.5693448336145695e-08,4.25724428093921e-08,3.961982269664623e-08,3.6901169624291484e-08,3.440230663646633e-08,3.20358599794953e-08,2.9874269637519754e-08,2.7842899227670774e-08,2.5956100294631874e-08,2.4220564826419992e-08,2.257679958071413e-08,2.1070363027142482e-08,1.96683219374503e-08,1.8350598451898808e-08,1.71409785309674e-08,1.6000382572921012e-08,1.4946741470171745e-08,1.3973286627847278e-08,1.3055879953032132e-08,1.2213837376765753e-08,1.1425788153152346e-08,1.0694520555371915e-08,1.0022183476584733e-08,9.389379322123646e-09,8.809670972157423e-09,8.272925202465187e-09,7.773701559581343e-09,7.318814719137286e-09,6.894638704243472e-09,6.508413174202289e-09,6.157256727489762e-09,5.833338304113366e-09,5.544593092867202e-09,5.283597559496413e-09,5.052316703382765e-09,4.854299563055885e-09,4.684461988197366e-09,4.54573442389396e-09,4.52384466712457e-09,4.74967255142932e-09,3.085877197048666e-09,7.015084787383985e-05,0.02918779521363058,0.009119355138629172,3.0022006785949535e-07,28.461194634097843,46.77332145571875
